segments,variable,value
NewZealand6078,R,0.3699804
NewZealand6089,R,0.2269804
NewZealand6091,R,0.2129804
NewZealand6098,R,0.2139804
NewZealand6099,R,0.2139807
NewZealand6106,R,0.2289804
NewZealand6112,R,0.3329804
NewZealand6113,R,0.2299804
NewZealand6118,R,0.3209804
NewZealand6215,R,0.2139804
NewZealand6217,R,0.2139804
NewZealand6343,R,0.1079804
NewZealand6394,R,0.1079804
NewZealand6408,R,0.2139804
NewZealand6453,R,0.3219804
NewZealand6706,R,0.1079807
NewZealand6811,R,0.1079804
Reunion9513,R,3.305959
Samoa5518,R,0.2141643
Samoa5520,R,0.2141643
Tonga5737,R,0.2147935
Tonga5739,R,0.0027935
Tonga6211,R,0.0027935
Tonga5855,R,0.3257935
Tonga5868,R,0.3257935
Tonga5914,R,0.3587935
Tonga5922,R,0.2887935
Tonga5927,R,0.3227935
Tonga5932,R,0.3107935
Tonga5936,R,0.2317935
Tonga5943,R,0.3907935
Tonga5974,R,0.3267935
Tonga6015,R,0.2307935
Tuvalu12043,R,0.3101999
Tuvalu12044,R,0.3111999
UnitedKingdom7324,R,0.3121835
UnitedKingdom7328,R,0.2071835
UnitedKingdom7329,R,0.2071835
UnitedKingdom7340,R,0.3121835
UnitedKingdom7342,R,0.2071835
UnitedKingdom7355,R,0.2151835
UnitedKingdom7356,R,0.2081835
UnitedKingdom7357,R,0.1031835
UnitedKingdom7358,R,0.2101835
UnitedKingdom7359,R,0.2101835
UnitedKingdom7360,R,0.2101835
UnitedKingdom7361,R,0.1051835
UnitedKingdom7362,R,0.1061835
UnitedKingdom7363,R,0.1111835
UnitedKingdom7420,R,0.1021835
UnitedKingdom7421,R,0.2061835
UnitedKingdom7422,R,0.2061835
UnitedKingdom7423,R,0.2061835
UnitedKingdom7424,R,0.2071835
UnitedKingdom7425,R,0.2061835
UnitedKingdom7426,R,0.2061835
UnitedKingdom7427,R,0.2071835
UnitedKingdom7428,R,0.2071835
UnitedKingdom7429,R,0.2061835
UnitedKingdom7432,R,0.2071835
UnitedKingdom7433,R,0.1051835
UnitedKingdom7434,R,0.1051835
UnitedKingdom7435,R,0.2131835
UnitedKingdom7436,R,0.1051835
UnitedKingdom7438,R,0.1061835
UnitedKingdom7439,R,0.2061835
UnitedKingdom7440,R,0.1471835
UnitedKingdom7441,R,0.1021835
UnitedKingdom7442,R,0.3101835
UnitedKingdom7443,R,0.3101835
UnitedKingdom7444,R,0.3221835
UnitedKingdom7449,R,0.2101835
UnitedKingdom7451,R,0.1081835
UnitedKingdom7457,R,0.1021835
UnitedKingdom7458,R,0.1021835
UnitedKingdom7459,R,0.2061835
UnitedKingdom7460,R,0.2071835
UnitedKingdom7555,R,0.1021835
UnitedKingdom7556,R,0.2061835
UnitedKingdom7557,R,0.1041835
UnitedKingdom7559,R,0.2061835
UnitedKingdom7553,R,0.1021835
UnitedKingdom7554,R,0.1021835
UnitedKingdom7558,R,0.1371835
UnitedKingdom7560,R,0.1101835
UnitedKingdom7566,R,0.4901835
UnitedKingdom7572,R,0.1031835
UnitedKingdom7573,R,0.1021835
UnitedStates5523,R,0.1101414
Vanuatu11991,R,0.10542598
Vanuatu11993,R,0.10742598
Vanuatu12000,R,0.10642598
Vanuatu11994,R,0.11042598000000001
Vanuatu11995,R,0.11742598
Vanuatu11996,R,0.37942598
Vanuatu11997,R,0.32342598
Vanuatu11998,R,0.21342598
Vanuatu12001,R,3.32342598
Vanuatu12002,R,0.32942598
Vanuatu12015,R,0.23042598
Vanuatu12018,R,0.22942598
Vanuatu12027,R,0.22442598
Vanuatu12028,R,0.23042598
Vanuatu12033,R,0.33542598
Angola1206,R,0.0083481
Angola1208,R,0.2543481
Angola1211,R,0.3578392
Angola1207,R,0.0083481
Angola1216,R,0
Angola1220,R,0
Angola1225,R,0.3338392
Angola1226,R,0.2278392
Angola1227,R,0.3718392
Angola1228,R,0.2698392
Angola1230,R,0.2058392
Angola1217,R,0.4608392
Angola1219,R,0
Australia11041,R,0.4281692
Australia11061,R,0.32887243
Australia11062,R,0.23287243
Australia11063,R,0.40087243
Australia11064,R,0.42187243
Australia11066,R,0.3052167
Australia11067,R,0.4392167
Australia11076,R,0.1581581
Australia11078,R,0.2354218
Australia11079,R,0
Australia11080,R,0.1894218
Australia11081,R,0.4754218
Australia11083,R,0.4164218
Australia11084,R,0.2104218
Australia11085,R,0.2084218
Australia11086,R,0.2064218
Australia11087,R,0.2714218
Australia11089,R,0.3631888
Australia11090,R,0.3231888
Australia11091,R,0.3121888
Australia11092,R,0.3021888
Australia10973,R,0
Australia10975,R,9.8815e-4
Australia10976,R,0.19998815
Australia10977,R,0.24098815
Australia10978,R,0.23798815
Australia10979,R,0.23498815
Australia10980,R,0.26998815
Australia10981,R,0.33698815
Australia10982,R,9.8815e-4
Australia10923,R,0.2905994
Australia10932,R,3.4324137
Australia10933,R,0.0034137
Australia10938,R,0.0014495
Australia10939,R,0.7884495
Australia10940,R,0.9814495
Australia10941,R,0.54080061
Australia10942,R,0.58380061
Australia10944,R,0.4534467
Australia10945,R,0.6664467
Australia10949,R,0.3884467
Australia10951,R,0.3486671
Australia10952,R,0.6916671
Australia11093,R,0.4641888
Australia11100,R,0.7287569
Australia11102,R,0
Australia11104,R,0.4657344
Australia11105,R,0.7565489
Australia10991,R,0.3289761
Australia10992,R,0.1579761
Australia10996,R,0.2009761
Australia11002,R,0.0019448
Australia11006,R,0.0014282
Australia11007,R,0.9384282
Australia11008,R,0.5764282
Australia11009,R,1.2191843
Australia11010,R,0.7851843
Australia11013,R,0.0051219
Australia11016,R,0.0051219
Australia11017,R,0.3611219
Australia11024,R,0.0039387
Australia11025,R,0.4619387
Australia11026,R,0.0021397
Australia11028,R,0.0021397
Australia11029,R,0.4603542
Australia11030,R,0.4493542
Australia11031,R,3.3843542
Australia11033,R,0.3273542
Australia11034,R,0.6183542
Australia11035,R,0.2763542
Australia11037,R,0.2638383
Australia11038,R,0.8288383
Australia11039,R,0.7988383
Australia11040,R,0.2023542
Australia11043,R,3.5593542
Australia11044,R,0.3678383
Australia11045,R,3.5898383
Australia11046,R,3.9378383
Australia11047,R,3.6688383
Australia11048,R,0
Australia11049,R,0
Australia11811,R,0.2558383
Australia11817,R,3.3904639
Australia11838,R,0.6654639
CongoDemRep1209,R,3.4728392
CongoDemRep1210,R,3.3398392
Mozambique1325,R,3.5914114
Mozambique1326,R,0.7374114
Mozambique1327,R,3.5534114
Mozambique1328,R,0.5424114
Mozambique1329,R,0.5264114
Mozambique1330,R,0.4004114
Mozambique1321,R,0.5250371
Mozambique1322,R,0.4314114
Mozambique9402,R,0.6334114
Mozambique1323,R,0.6104114
Mozambique1324,R,3.6084114
Mozambique1313,R,0.3340371
Mozambique1314,R,1.0100371
Mozambique1315,R,0.4490371
Mozambique1316,R,1.5040371
Mozambique1317,R,1.1930371
Mozambique1318,R,1.1140371
Mozambique1319,R,0.8840371
Mozambique1320,R,0.2300371
Mozambique1308,R,0.2850371
Mozambique1309,R,0.3510371
Mozambique1310,R,0.4760371
Mozambique1311,R,0.2810371
Mozambique1307,R,0.7360371
Mozambique1296,R,0.6240371
Mozambique1289,R,0.4480371
Mozambique1290,R,3.9090371
Mozambique1291,R,3.7280371
Mozambique1292,R,3.7040371
Mozambique1293,R,3.6800371
Mozambique1294,R,3.4630371
Mozambique1295,R,0.4130371
Mozambique1297,R,0.2010371
Mozambique1298,R,3.4610371
Mozambique1299,R,0.4020371
Mozambique1300,R,0.9600371
Mozambique1301,R,1.1680371
Mozambique1302,R,0
Mozambique1303,R,0.9890371
Mozambique1305,R,0.33003710000000003
Mozambique1331,R,0.2774114
Mozambique1332,R,0.1844114
Mozambique1333,R,0.3354114
Mozambique1334,R,0.3584114
Mozambique1335,R,0.2494114
Namibia1236,R,0.3628392
Namibia1251,R,0.3638311
Namibia1237,R,0.3428392
Namibia1238,R,0.4448392
Namibia1239,R,0.4138392
Namibia1240,R,0.3668392
Namibia1241,R,0.2918392
Namibia1242,R,0.3478392
Namibia1244,R,0.1558392
Namibia1245,R,0.4858392
Namibia1246,R,0.5858392
Namibia1247,R,0.5078392
Namibia1248,R,0.3238392
Namibia1249,R,5.5338e-4
Namibia1250,R,0.16255338
NewZealand12092,R,0.4674534
NewZealand12093,R,0.1804534
NewZealand12097,R,0.155090356
NewZealand12121,R,0.2913143
NewZealand12086,R,3.6093143
NewZealand12087,R,0.3693143
NewZealand12088,R,0.9963143
NewZealand12089,R,0.8073143
NewZealand12115,R,0.5663143
NewZealand12116,R,0.3843143
NewZealand12117,R,1.0163143
NewZealand12118,R,0
NewZealand12119,R,0.3293143
NewZealand12120,R,0.2403143
NewZealand12147,R,0.3273143
NewZealand12126,R,0.4598569
NewZealand12127,R,3.6448569
NewZealand12128,R,0.3848569
NewZealand12129,R,0.4808569
NewZealand12130,R,0.4318569
NewZealand12132,R,0.3728569
NewZealand12136,R,0.57263117
NewZealand12140,R,0.30963117
NewZealand12101,R,0.200090356
NewZealand12102,R,0.313090356
NewZealand12103,R,0.268090356
NewZealand12104,R,0.663090356
NewZealand12105,R,0.6544512
NewZealand12124,R,0.42463117
NewZealand12113,R,0.1304512
NewZealand12106,R,0.3824512
NewZealand12123,R,3.40063117
NewZealand12138,R,0
NewZealand12139,R,0.52763117
NewZealand12141,R,0.41163117
NewZealand12096,R,0.467090356
NewZealand12098,R,3.512090356
NewZealand12099,R,9.04e-5
NewZealand12100,R,3.490090356
NewZealand12068,R,0.0034512
NewZealand12069,R,0.3514823
NewZealand12070,R,0.3784823
NewZealand12146,R,0.1714512
NewZealand12062,R,0.5564823
NewZealand12063,R,0.445461
NewZealand12057,R,0.51246100000000006
NewZealand12064,R,0.5414823
NewZealand12065,R,0.6054823
NewZealand12066,R,0.3864823
NewZealand12067,R,4.823e-4
NewZealand12071,R,0.3034823
NewZealand12072,R,0.3674823
NewZealand12047,R,0.3514599
NewZealand12048,R,0.3372116
NewZealand12051,R,0.4772116
NewZealand12052,R,0.4842116
NewZealand12053,R,0.3422252
NewZealand12054,R,0.2902252
NewZealand12055,R,0.5102116
NewZealand12056,R,0.4622252
NewZealand12058,R,3.4062252
NewZealand12045,R,0.2574599
NewZealand12107,R,0.4574512
NewZealand12108,R,3.4154512
Seychelles9503,R,0.249959
SouthAfrica1253,R,0.5258311
SouthAfrica1254,R,0.2428311
SouthAfrica1255,R,0.475981
SouthAfrica1283,R,0.2903967
SouthAfrica1284,R,0.4253967
SouthAfrica1285,R,0.4203967
SouthAfrica1281,R,0.2453967
SouthAfrica1282,R,0.2633967
SouthAfrica1286,R,0.4073967
SouthAfrica1287,R,0.4463967
SouthAfrica1270,R,0.4191122
SouthAfrica1272,R,0.1435641
SouthAfrica1274,R,0.1595641
SouthAfrica1277,R,0.4995641
SouthAfrica1278,R,0.3245641
SouthAfrica1279,R,0.3445641
SouthAfrica1280,R,0.2693967
SouthAfrica1256,R,0.364981
SouthAfrica1259,R,0.3622547
SouthAfrica1260,R,0.4292547
SouthAfrica1261,R,0.6553998
SouthAfrica1262,R,0.4237452
SouthAfrica1263,R,0.8207452
SouthAfrica1264,R,0.4847452
SouthAfrica1265,R,0.2707452
SouthAfrica1268,R,0.1471122
SouthAfrica1269,R,0.3041122
Tanzania1357,R,0.5584114
Tanzania1358,R,0.74341140000000006
Tanzania1356,R,0.3854114
Tanzania1359,R,0.7614114
Tanzania1360,R,0.3194114
Tanzania9345,R,3.3704114
Tanzania9344,R,3.3574114
Tanzania9346,R,3.3714114
Tanzania9332,R,3.3704114
Tanzania9336,R,3.4224114
Tanzania9337,R,0.2774114
Tanzania9338,R,0.3374114
Tanzania9341,R,0.3014114
Tanzania9335,R,0.5514114
Tanzania9339,R,0.5984114
Tanzania9340,R,0.5164114
Tanzania9333,R,0.8794114
Tanzania9334,R,1.0674114
Tanzania1349,R,3.6214114
Tanzania1351,R,0
Tanzania1352,R,0.3274114
Tanzania1346,R,0.2184114
Tanzania1347,R,0.4084114
Tanzania1353,R,0
Tanzania1354,R,3.4504114
Tanzania9366,R,0.5214114
Tanzania1341,R,3.3994114
Tanzania1342,R,3.4534114
Tanzania1343,R,0.3934114
Tanzania1344,R,0.3084114
Tanzania1345,R,0.3224114
Tanzania1339,R,0.1624114
Tanzania1340,R,0.2894114
Tanzania1337,R,0.5334114
Tanzania1338,R,0.4574114
UnitedKingdom9116,R,3.286549
Argentina4550,R,0.3769674
Argentina4543,R,0.4326164
Argentina4544,R,0.6707258
Argentina4547,R,0.6647258
Argentina4383,R,0.0012215
Argentina4413,R,0.20298749
Argentina4467,R,0.72598749
Argentina4534,R,1.1776164
Argentina4535,R,0.3787811
Argentina4536,R,0.3427811
Argentina4545,R,0.3809674
Argentina4546,R,0.6537258
Argentina4469,R,0.2808821
Argentina4474,R,0.3168821
Argentina4492,R,0.2288821
Argentina4493,R,0.2347
Argentina4494,R,0.4987
Argentina4495,R,0.266699
Argentina4496,R,0.234699
Argentina4497,R,0.397699
Argentina4519,R,0.2586345
Argentina4381,R,0.3280806
Argentina4382,R,0.1630806
Argentina4376,R,0.1700806
Argentina4377,R,0.2310806
Argentina4378,R,0.1930806
Argentina4380,R,0.1450806
Argentina4333,R,0.361606
Argentina4334,R,0.413606
Argentina4347,R,0.385606
Argentina4348,R,0.327606
Argentina4349,R,0.455606
Argentina8564,R,0.361606
Argentina8566,R,0.432606
Argentina8570,R,0.423606
Argentina8567,R,0.298606
Argentina8568,R,0.337606
Argentina8571,R,0.376606
Argentina8572,R,0.346606
Argentina8573,R,0.415606
Argentina8818,R,0.311606
Brazil4882,R,0.3740656
Brazil8203,R,0.3220656
Brazil4887,R,0
Brazil4888,R,0.2390656
Brazil4889,R,0.4930656
Brazil4890,R,0.2370656
Brazil4891,R,0.3590656
Brazil4892,R,0.2050656
Brazil4893,R,0.2290656
Brazil4894,R,0.1950656
Brazil4895,R,0.1920656
Brazil4896,R,0.2430656
Brazil4897,R,0.2370656
Brazil4898,R,0.2370656
Brazil8232,R,0
Brazil8233,R,0.1690656
Brazil8234,R,0.3720656
Brazil8235,R,0.2870656
Brazil8236,R,0.1840656
Brazil8237,R,0
Brazil8238,R,0.1940656
Brazil4904,R,0
Brazil4905,R,0.3790656
Brazil4906,R,0.3910656
Brazil4907,R,0.1970656
Brazil4908,R,0.2330656
Brazil4909,R,0.1780656
Brazil4910,R,0.3030656
Brazil4911,R,0.2790656
Brazil4913,R,0.1990656
Brazil4922,R,0.1310166
Brazil4927,R,0.1773191
Brazil4928,R,0.3193191
Brazil4929,R,0.1343191
Brazil4931,R,0.1313191
Brazil4932,R,0.2483191
Brazil4933,R,0.2363191
Brazil4934,R,0.3093191
Brazil4935,R,0.3493191
Brazil4936,R,0.1593191
Brazil4943,R,0.1643191
Brazil4939,R,0.3163191
Brazil4940,R,0.3373191
Brazil4941,R,0.3503191
Brazil4942,R,0.1593191
Brazil4959,R,0.2310659
Brazil4960,R,0
Brazil4961,R,0.4160659
Brazil4962,R,0.2400659
Brazil4963,R,0.2230659
Brazil8441,R,0.2200659
Brazil8442,R,0.1880659
Brazil4948,R,0.1813191
Brazil4949,R,0.3850659
Brazil4950,R,0.9500659
Brazil4951,R,0.3750659
Brazil4952,R,0.6250659
Brazil4953,R,0.7000659
Brazil4954,R,0.8320659
Brazil4955,R,0.7250659
Brazil4971,R,0.5680534
Brazil4972,R,3.7060534
Brazil4973,R,0.5290534
Brazil4974,R,0.5220534
Brazil4975,R,0.3590534
Brazil4688,R,0.1200234
Brazil4699,R,0.3160234
Brazil4700,R,0.3270234
Brazil4701,R,0.3630234
Brazil4702,R,0.2070234
Brazil4703,R,0.1860234
Brazil4704,R,0.1720234
Brazil4705,R,0.1750234
Brazil4706,R,0.4400234
Brazil4707,R,0.1640534
Brazil4708,R,0.3210534
Brazil8528,R,0.4170234
Brazil4662,R,0.010523
Brazil4665,R,0.010523
Brazil4630,R,0.13283753
Brazil4631,R,8.3753e-4
Brazil4632,R,8.3753e-4
Brazil4633,R,0.36783753
Brazil4634,R,0.38383753
Brazil4635,R,0.33483753
Brazil4636,R,0.36683753
Brazil4637,R,0.16083753
Brazil4656,R,0.39683753
Brazil4657,R,3.39283753
Brazil4658,R,0.37983753
Brazil4659,R,0.38683753
Brazil4660,R,0.24483753
Brazil4661,R,0.26983753
Brazil4663,R,0.146523
Brazil4664,R,0.010523
Brazil8451,R,0.010523
Brazil8472,R,0.30483753
Brazil4617,R,0.60083753
Brazil4618,R,0.44583753
Brazil4619,R,0
Brazil4672,R,0.010523
Brazil4673,R,0.163523
Brazil4674,R,0.458523
Brazil4675,R,3.423523
Brazil4676,R,3.386523
Brazil4677,R,3.411523
Brazil4678,R,0
Brazil4679,R,0.838523
Brazil4680,R,0.661523
Brazil4681,R,0.857523
Brazil4682,R,0.855523
Brazil4683,R,0.854523
Brazil4684,R,0
Brazil4685,R,0.465523
Brazil4686,R,3.432523
Brazil4687,R,0.412523
Brazil8457,R,3.425523
Brazil8458,R,0.285523
Brazil8459,R,0
Brazil8460,R,0.388523
Brazil8461,R,0.611523
Brazil8474,R,0.3380234
Brazil4945,R,3.5103191
Brazil4946,R,0.3853191
Chile3966,R,0.193846
Chile3973,R,0.307267
Chile3975,R,0.326267
Chile3977,R,0.320267
Chile3980,R,0.0027764
Chile3984,R,0.336309
Chile3985,R,3.343309
Chile3986,R,0.359309
Chile3992,R,0.361309
Chile3993,R,0.24331553
Chile3996,R,0.24431553
Chile3997,R,0.37831553
Chile3998,R,3.40331553
Chile3999,R,0.25931553
Chile4000,R,3.43431553
Chile4013,R,0.24831553
Chile4018,R,0.43331553
Chile4028,R,0.35831553
Chile4032,R,0.27331553
Chile4033,R,0.34331553
Chile4040,R,0.2300806
Chile8354,R,0.30731553
Chile8374,R,0.1430806
Chile8378,R,0.2530806
Chile4332,R,0.563606
Chile8562,R,0.447606
Chile8569,R,0.450606
Colombia4800,R,0.3345468
Colombia4801,R,0.0075468
Colombia4802,R,0.1405468
Colombia4803,R,0.2805468
Colombia4804,R,0.2715468
Colombia4805,R,0.1305468
Colombia4794,R,0.130789
Colombia4797,R,0.017789
Colombia4798,R,0.180789
Colombia4799,R,0.1145468
Colombia4787,R,0.168789
Colombia4791,R,0.150789
Colombia4792,R,0.151789
Colombia4793,R,0.133789
Colombia4796,R,0
Colombia4795,R,0
Colombia4785,R,0.282789
Colombia4786,R,0.147789
Colombia4790,R,0.341789
Colombia4783,R,0.174789
Colombia4784,R,0.017789
Colombia4781,R,0.017789
Colombia4782,R,0.017789
Colombia4779,R,0.017789
Colombia4780,R,0.149789
Colombia4778,R,0.22116723
Colombia3888,R,0.1142796
Colombia4788,R,3.363789
Colombia4789,R,0.234789
Ecuador3891,R,0.1398032
Ecuador3893,R,0.1008032
Ecuador3894,R,0.2188032
Ecuador3895,R,0.2558032
Ecuador3896,R,0.1018032
Ecuador3892,R,0.1158032
Ecuador3897,R,0.217689
Ecuador3898,R,0.323689
Ecuador3899,R,0.203689
Ecuador3900,R,0.094689
Ecuador3901,R,0.209689
Ecuador3902,R,0.200689
Ecuador3903,R,0.102689
Ecuador3906,R,0.106689
Ecuador3907,R,0.233689
Ecuador3909,R,0.156429
Ecuador8021,R,0.227429
Ecuador3911,R,0.234429
Ecuador3912,R,0.220689
Ecuador3913,R,0.281689
Ecuador3914,R,0.226429
Ecuador3915,R,0.254429
Ecuador3916,R,0.162429
Ecuador3917,R,0.404429
Ecuador3919,R,0.355429
Ecuador3920,R,0.324429
Ecuador3921,R,0.319429
Ecuador3922,R,3.392429
Ecuador3923,R,3.414429
Ecuador3928,R,3.399429
Ecuador3925,R,0.262429
Ecuador3926,R,0.251429
Ecuador3927,R,0.240429
Ecuador3929,R,0.494429
FrenchGuiana4876,R,0.4360656
FrenchGuiana4879,R,0.4020656
FrenchGuiana4877,R,0.4550656
FrenchGuiana4878,R,3.4120656
Guyana4858,R,3.53046536
Guyana4859,R,0.65446536
Guyana4861,R,0.28646536
Guyana4863,R,0.24646536
Guyana4864,R,0.18946536
NewZealand12109,R,3.3854512
NewZealand12110,R,3.4204512
NewZealand12111,R,3.3984512
NewZealand12112,R,3.5904512
Peru3930,R,3.358429
Peru3964,R,3.313846
Suriname4866,R,0.36846536
Suriname4874,R,0.4370656
Suriname4872,R,0.9900656
Suriname4873,R,0.5110656
Suriname4867,R,0.2390656
Suriname4868,R,0.4430656
Suriname4869,R,0.7300656
Suriname4870,R,0.7190656
Suriname4871,R,3.6720656
UnitedKingdom8821,R,0.4856303
UnitedKingdom8822,R,0.6346303
UnitedKingdom8826,R,0.3146303
UnitedKingdom8836,R,0.6716303
Uruguay4591,R,0.80794
Uruguay4551,R,2.0569674
Uruguay4552,R,0.6609674
Uruguay4564,R,1.0599674
Uruguay4565,R,0.2587811
Uruguay4590,R,0.8775011
Uruguay4567,R,1.6226345
Uruguay4568,R,1.5906345
Uruguay4587,R,4.0756345
Uruguay4589,R,0.6796345
Uruguay4588,R,4.0006345
Venezuela4806,R,0.3145468
Venezuela4817,R,0.0075468
Venezuela4822,R,0.4475468
Venezuela4824,R,3.4585468
Venezuela4823,R,3.5135468
Venezuela4826,R,0.0075468
Venezuela4827,R,3.4135468
Venezuela4828,R,3.5405468
Venezuela4829,R,3.4605468
Venezuela4830,R,0.3595468
Venezuela4807,R,0.4075468
Venezuela4808,R,0.2585468
Venezuela4809,R,0.1945468
Venezuela4810,R,0.3715468
Venezuela4811,R,3.4185468
Venezuela4812,R,0.0075468
Venezuela4819,R,0.1645468
Venezuela4820,R,0.3385468
Venezuela4821,R,0.1455468
Venezuela4813,R,0.1305468
Venezuela4814,R,0.2365468
Venezuela4815,R,0.1215468
Venezuela4816,R,0.0075468
Venezuela8115,R,0.11746536
Venezuela8116,R,0.23146536
Venezuela8117,R,0.16046536
Venezuela8118,R,0.38546536
Venezuela4840,R,0.3265468
Venezuela4841,R,0.2405468
Venezuela4842,R,0.1545468
Venezuela4843,R,0.11346536
Venezuela4844,R,0.11746536
Venezuela4837,R,0.3275468
Venezuela4838,R,0.3365468
Venezuela4839,R,0.3195468
Venezuela4831,R,0.2325468
Venezuela4832,R,0.3385468
Venezuela4833,R,3.3345468
Venezuela4834,R,0.32854680000000003
Venezuela4835,R,0.3335468
Venezuela4836,R,0.2175468
Venezuela4845,R,0.23246536
Venezuela4846,R,0.32046536
Venezuela4847,R,0.32246536
Venezuela4848,R,0.33046536
Venezuela4849,R,0.21946536
Venezuela4850,R,0.22546536
Chile8407,R,0.2610806
Chile8408,R,0.3390806
Chile8409,R,3.4250806
Chile8410,R,0.3430806
Chile8411,R,0.2930806
Chile8419,R,0.3800806
Chile8421,R,0.136606
Chile8423,R,0.270606
Chile8426,R,0.268606
Chile8436,R,0.284606
Chile8438,R,0.305606
Chile8450,R,0.280606
Chile8456,R,0.130606
Chile4268,R,0.262606
Chile8425,R,0.109606
Chile8428,R,0.158606
Chile8435,R,0.271606
Chile8437,R,0.293606
Chile8449,R,0.307606
Chile8454,R,0.118606
Chile8462,R,0.148606
Chile8463,R,0.142606
Chile8464,R,0.119606
Chile8465,R,0.123606
Chile8466,R,0.129606
Chile8467,R,0.129606
Chile8468,R,0.281606
Chile8470,R,0.131606
Chile8473,R,0.143606
Chile8475,R,0.111606
Chile8487,R,0.119606
Chile8529,R,0.103606
Chile8530,R,0.129606
Chile8531,R,0.269606
Chile8533,R,0.163606
Chile8539,R,0.408606
Chile8540,R,0.245606
Chile8542,R,0.139606
Chile8543,R,0.283606
Chile8554,R,0.279606
Chile8556,R,0.318606
Chile8561,R,0.298606
Chile8577,R,0.267606
Chile8582,R,0.260606
Chile8583,R,0.141606
Chile8584,R,0.262606
Chile8786,R,0.373606
Chile8787,R,0.264606
Chile8793,R,0.432606
Chile8801,R,0.412606
Peru3932,R,0.1962187
Peru3934,R,0.1072187
Peru3937,R,0.1982187
Peru3942,R,0.1122187
Peru3943,R,0.1099138
Peru3945,R,0.1249138
Peru3946,R,0.1109138
Peru3948,R,0.1049138
Peru3950,R,0.3149138
Peru3951,R,0.3289138
Peru3952,R,0.2389138
Peru3953,R,0.3339138
Peru3954,R,0.2189138
Peru3955,R,0.3319138
Peru3956,R,0.1089138
Peru3958,R,0.1139138
Peru3959,R,0.095538
Peru3962,R,0.203538
Peru3963,R,0.305538
Canada5142,R,0.160963
Canada7636,R,0.246542
Canada3967,R,0.345263
Canada3968,R,0.355321
Canada3969,R,0.247321
Canada7944,R,0.153263
Canada7948,R,9.6145e-4
Canada7943,R,0.1415103
Canada7945,R,2.5978e-4
Canada7973,R,0.35125978
Canada7946,R,0.26496145
Canada7947,R,0.15696145
Canada7978,R,0.24525978
Canada7984,R,0.24725978
Canada8015,R,0.17725978
Canada4044,R,0.304572
Canada4045,R,0.013194000000000001
Canada4068,R,0.182572
Canada4069,R,0.213572
Canada3725,R,0.278948
Canada3733,R,0.297757
Canada3785,R,0.171542
Canada3720,R,0.254948
Canada3721,R,0.266948
Canada3987,R,0.287757
Canada3988,R,0.344472
Canada3989,R,0.536472
Canada3990,R,0.520472
Canada3991,R,0.396757
Canada3995,R,0.341472
Canada4001,R,0.339436
Canada4002,R,0.531436
Canada4003,R,0.460436
Canada4004,R,0.572436
Canada4005,R,0.464436
Canada4006,R,0.473436
Canada4007,R,3.484436
Canada4008,R,0.560436
Canada4009,R,0.755436
Canada4010,R,0.389436
Canada4011,R,0.575436
Canada4012,R,0.398436
Canada7523,R,0.580436
Canada7524,R,0.268436
Canada7525,R,0.429436
Canada3982,R,0.132723
Canada3994,R,0.238757
Canada4015,R,0.13557
Canada4016,R,0.36357
Canada4017,R,0.26357
Canada4019,R,0.26757
Canada4020,R,0.42657
Canada4021,R,0.390783
Canada4022,R,0.387783
Canada4023,R,0.409723
Canada4024,R,0.376242
Canada4025,R,3.388242
Canada4026,R,3.403242
Canada4027,R,0.2315
Canada4031,R,0.239807
Canada4035,R,0.3175768
Canada4036,R,0.4295
Canada7807,R,0.833045
Canada7808,R,0.427075
Canada7809,R,0.469194
Canada4078,R,0.1946035
France7972,R,0.20825978
Ireland8503,R,0.0012491
Ireland8499,R,0.359367
Ireland8501,R,0.22277
Ireland8502,R,0.16077
RussianFederation11668,R,0.1324143
RussianFederation11686,R,0.0044143
RussianFederation11695,R,0.1284143
RussianFederation11700,R,0.1311046
RussianFederation11701,R,0.2481046
RussianFederation11704,R,0.2781046
RussianFederation11663,R,0.2964143
RussianFederation11667,R,0.2684143
UnitedKingdom8504,R,0.445367
UnitedKingdom8547,R,0.352964
UnitedKingdom8576,R,0.138169
UnitedKingdom8578,R,0.326169
UnitedKingdom8579,R,0.237964
UnitedKingdom8580,R,0.185902
UnitedKingdom8581,R,0.159964
UnitedKingdom8585,R,0.327169
UnitedKingdom8587,R,0.147458
UnitedKingdom8591,R,0.132169
UnitedKingdom8594,R,0.32845800000000003
UnitedKingdom8595,R,0.421098
